"","GSM1045517","GSM1045518","GSM1045519","GSM1045520","GSM1045521","GSM1045522","GSM1045523","GSM1045524","GSM1045525","GSM1045526","GSM1045527","GSM1045528","GSM1045529"
"7896446",5.411088,6.016344,5.90705,4.18743,3.588301,2.870279,6.087351,6.638948,7.524865,6.581308,7.255035,7.423763,7.093761
"7896447",5.16252,6.322811,4.913241,4.159623,3.708662,6.812733,6.322774,6.616929,7.613527,6.235687,6.514932,7.933419,7.200075
"7896448",9.479836,9.973633,9.875805,9.52139,9.107419,10.02597,9.513041,9.333797,9.473913,9.435656,9.266835,9.057456,9.069374
"7896449",4.949236,4.372217,5.502092,5.651924,4.983171,5.04716,5.101217,4.939066,4.99745,5.619211,4.978337,3.883769,4.694602
"7896450",6.242729,5.240591,4.16679,5.606906,3.275795,6.348569,4.79731,6.015755,5.65043,5.628084,6.217549,7.040124,6.766444
"7896451",2.919165,2.484079,1.914441,2.309868,3.015322,2.018962,2.166243,2.353132,3.565674,1.503774,1.877224,3.050856,2.900053
"7896452",6.008219,3.822124,4.072245,3.622287,5.82889,3.302239,2.888911,2.07869,5.431524,3.232878,2.168,4.565614,4.106547
"7896453",2.635559,3.295594,3.261292,3.30376,3.65293,4.43119,4.406885,4.44692,3.937478,3.623388,4.152479,4.278665,4.204786
"7896454",2.665763,3.114586,3.057264,2.74374,3.710575,3.373903,3.374111,3.318447,2.863887,2.522536,3.125338,3.401895,1.941231
"7896455",1.741132,1.366032,1.401819,1.562499,2.087815,1.165169,1.586745,1.733735,1.069142,1.299729,1.124919,1.809252,1.209046
"7896456",8.333502,8.322966,8.604416,8.866769,8.216698,8.886153,8.685899,9.397429,9.681017,9.579553,9.095062,9.530888,9.549112
"7896457",5.019758,4.722615,4.604573,3.55829,5.15322,4.86374,3.516635,3.619932,4.976127,4.228845,4.212219,5.000795,4.726688
"7896458",11.33787,11.63206,11.26128,10.7516,11.14194,11.08253,10.94862,11.65555,11.6964,11.50237,11.337,11.55454,11.50143
"7896459",2.101687,2.504036,1.882161,1.940606,3.51345,2.460576,2.232209,1.354867,2.872567,1.82366,1.942802,1.524523,1.587444
"7896460",5.088921,5.841423,1.668675,5.382772,5.553162,5.862557,5.029187,5.606524,5.963822,5.252041,5.772039,6.571485,6.673943
"7896461",6.525265,6.688027,5.310272,3.132765,6.219617,5.817895,5.513155,4.126698,6.190706,5.425103,5.178059,5.898385,5.722124
"7896462",6.053121,5.785192,4.467006,4.175091,4.634333,5.959213,4.562637,4.321332,5.793956,4.958139,5.13752,5.994763,6.058039
"7896463",4.074961,2.890671,2.319763,2.056324,2.04509,2.530141,2.769256,2.104543,2.81118,2.232849,2.770719,3.950162,2.211965
"7896464",9.800297,9.435779,8.97698,9.582926,9.226912,10.10751,9.944006,10.12043,9.757059,9.640911,9.838471,9.785311,9.764651
"7896465",3.626819,2.333252,2.187072,1.708456,3.206141,2.001889,1.964582,2.302113,2.231698,2.485218,2.298577,3.737515,2.302049
"7896466",9.92821,10.24325,10.26686,9.712847,9.911427,9.528835,9.623105,10.39419,9.886537,10.07517,9.577179,9.728906,10.06861
"7896467",3.230999,5.064381,5.565422,4.718562,4.696681,6.060961,5.310778,4.865202,6.016123,4.380231,5.173526,4.893538,5.346839
"7896468",10.0419,9.391263,9.034789,9.426479,9.613082,9.842678,9.576986,10.83346,10.11868,10.48029,9.846051,10.21358,9.956247
"7896469",4.457887,1.448295,1.612116,1.537101,1.397048,2.119558,1.332873,1.669636,2.031371,1.793034,2.025299,2.360612,1.554821
"7896470",1.549861,1.842815,1.916725,2.685913,1.898254,1.564401,2.617793,3.522116,1.94426,2.309877,2.532404,2.368269,1.703256
"7896471",4.633663,4.919991,4.079957,4.964454,4.091389,5.331413,3.73044,4.817528,5.324896,4.034056,4.433939,4.82759,4.070813
"7896472",9.82547,9.515242,9.649729,10.1566,9.526743,9.692266,10.34556,10.13227,9.65757,9.419943,9.893209,10.00021,9.880943
"7896473",1.536711,1.407448,1.668675,1.681641,1.910468,1.462301,1.74077,1.533491,1.361941,1.055442,1.558211,1.635483,1.288655
"7896474",8.084175,8.264673,8.119888,8.577359,7.919824,8.290306,8.416064,9.408008,9.381061,9.330709,9.337284,9.436136,9.413234
"7896475",2.660625,4.398927,2.932113,2.977786,2.864279,4.445813,3.630234,3.930899,3.856518,3.129015,3.997972,3.303338,3.675544
"7896476",8.926674,8.952989,7.535007,8.461153,8.651364,8.484289,8.56188,8.922176,8.981571,8.351408,8.738129,8.960335,8.667537
"7896477",6.814406,7.687426,8.6078,8.290876,6.932694,7.891054,7.711776,7.427014,7.184774,7.67221,7.890193,7.132581,7.394302
"7896478",5.468927,4.510705,4.460726,3.024347,3.175065,4.502577,2.307293,5.055779,4.53766,3.647534,4.950964,4.027031,4.47541
"7896479",5.912292,6.454301,6.440292,6.429531,5.806802,6.036404,5.944959,6.090712,5.704439,6.435564,6.070562,5.972576,5.560722
"7896480",4.226047,5.433688,4.503276,4.133816,3.923407,4.885942,4.345743,4.537264,5.018112,3.687865,4.483895,3.554844,4.98253
"7896481",10.10852,10.65607,10.15958,9.917333,9.726212,10.97714,10.16273,9.882968,10.25055,10.0691,9.655642,10.17017,9.526985
"7896482",9.773736,10.03564,9.791262,9.647996,9.753455,10.10412,10.0496,10.08852,9.323093,9.600464,9.758862,9.529105,9.455884
"7896483",9.706056,9.53237,9.592448,9.38843,8.792217,9.46245,9.574068,10.60894,10.15792,10.03554,10.31305,10.32203,10.22418
"7896484",9.397066,9.366816,8.918933,9.107321,9.352992,9.455055,9.421672,9.420177,9.614527,9.655594,9.906973,9.9423,9.437936
"7896485",10.55105,11.09688,11.48319,11.20672,11.09275,11.01886,11.21171,11.59602,11.2724,11.2404,11.5196,11.45498,11.29019
"7896486",3.629681,4.61385,2.84588,1.985392,3.553411,5.339891,5.192869,3.21425,3.874744,3.458945,3.838793,4.386391,3.954869
"7896487",3.623479,3.878481,1.659763,2.083787,2.141863,1.381294,2.920315,3.012651,3.682811,3.453793,2.929921,3.014277,2.826929
"7896488",11.06398,11.41689,11.27358,11.07482,10.75612,11.94297,10.7606,10.32635,10.18105,10.45535,10.40606,9.951766,10.11112
"7896489",5.286555,5.361341,6.255785,6.739802,5.31192,7.025264,6.634275,4.770279,5.001739,6.624186,5.859693,4.115574,4.802069
"7896490",8.652729,8.104589,8.079999,8.329036,7.941638,8.751634,8.353306,8.801573,9.238626,8.442357,9.011751,9.104221,8.358671
"7896491",11.8818,12.22371,11.39667,12.27028,11.85756,12.05188,12.14299,12.04364,12.67523,12.22595,12.23845,12.59822,12.66025
"7896492",4.10157,3.054411,2.087136,1.876534,3.028953,2.994263,2.439322,3.448617,2.736991,2.480718,2.592098,2.722745,2.872284
"7896493",8.675031,8.406683,8.280502,8.331081,7.579594,8.579335,8.920527,9.766097,9.703734,9.555224,9.706894,9.690992,9.560472
"7896494",9.651793,10.14965,10.59293,10.13236,9.745114,10.70668,9.879075,9.865793,9.248302,9.522367,9.701309,9.009358,9.295259
"7896495",2.47868,1.696013,1.33981,1.349602,1.809927,1.493266,1.686418,2.100134,1.609525,1.191536,1.55881,1.766485,1.304793
"7896496",12.37911,12.81632,12.71076,12.24772,12.15076,13.02407,12.44797,12.24152,12.30293,12.35971,12.10664,12.0375,11.97235
"7896497",10.27442,11.47339,11.05689,10.38772,9.780454,11.53172,10.52826,10.13454,9.848853,9.913725,9.830679,10.11803,9.844845
"7896498",10.46141,10.36675,9.457493,10.54158,9.746745,10.58008,10.78292,10.65002,10.8031,10.57768,10.70337,10.89642,11.02585
"7896499",7.044149,5.841423,5.407359,5.590224,6.863133,6.136235,6.468462,6.094289,6.562803,6.301691,7.391257,7.02222,6.539834
"7896500",6.749461,6.451696,5.871606,4.111101,4.151924,7.360187,6.422514,6.636355,6.949787,6.557214,6.501069,6.864929,6.612664
"7896501",9.681445,11.04254,10.45537,9.456015,9.058764,11.22735,10.14214,10.13026,9.956337,9.825376,9.62285,9.766884,9.804877
"7896502",5.090763,5.507936,4.536433,5.31494,5.031042,6.24836,5.763425,5.90649,5.87234,4.7597,5.584304,6.081335,4.967582
"7896503",4.984875,5.813692,3.449186,3.770621,4.1206,4.79136,3.652412,3.781353,3.208106,4.06137,3.823846,5.39794,3.901988
"7896504",1.495043,1.457624,1.571146,2.125476,1.634716,1.654444,2.295948,1.653561,2.693248,2.987119,1.65767,1.929116,2.936296
"7896505",2.983232,2.957828,2.601917,2.515786,2.95163,2.547583,3.82458,3.402005,3.205676,3.839646,3.187904,4.362704,4.404723
"7896506",4.855204,5.810204,5.726005,4.888448,5.657959,5.941712,4.70358,4.496544,4.986648,5.40838,4.996784,5.074407,5.16807
"7896507",3.527778,3.143461,4.65221,3.344267,2.312981,3.272404,3.511454,4.539266,3.54721,3.272404,2.992767,2.420251,2.507195
"7896508",10.72167,11.21563,10.34602,10.53927,10.4658,10.86652,10.6899,10.75971,10.7105,10.40864,10.92566,10.56363,10.54725
"7896509",5.379611,5.40469,4.667635,5.574997,4.662723,4.254523,4.761951,4.214151,5.190268,5.281886,5.109892,5.466596,5.154449
"7896510",1.82289,3.507436,2.619245,1.812959,1.397048,3.973577,2.605515,4.829128,3.838834,3.114274,3.691787,4.08187,3.811681
"7896511",6.481892,8.24592,6.569637,5.581266,6.109176,7.884861,5.903523,7.509051,7.929821,7.40954,7.536037,8.393427,8.492986
"7896512",9.673624,10.07646,10.01706,10.17651,9.613323,9.749266,10.52994,10.14973,10.57252,10.30422,10.63344,10.6549,10.6027
"7896513",3.187471,3.58996,2.739646,4.62442,2.853603,3.240809,2.420693,4.111182,2.532017,3.361663,2.108031,3.790609,2.725069
"7896514",5.255759,3.522495,4.556049,3.92377,5.291471,4.764027,4.006849,3.529308,3.957543,5.293084,4.157913,5.209517,5.425517
"7896515",2.83097,1.738197,1.936652,1.577071,1.756629,2.145815,2.235198,1.165327,2.612128,1.257133,1.587503,1.712192,1.530278
"7896516",2.98046,1.702385,2.182102,2.252591,3.151167,2.678443,2.429491,2.369102,3.527445,3.370636,3.412913,2.363732,2.302328
"7896517",8.640583,9.06856,9.314905,9.260664,8.736433,9.471229,8.689066,8.793711,8.2998,8.691814,8.362025,8.749281,8.297612
"7896518",6.061206,5.287767,4.762146,3.779747,4.187024,4.513176,4.566735,4.532121,4.264573,3.440771,4.315445,4.143229,4.748881
"7896519",3.598716,3.905953,3.463834,3.300326,3.652588,5.161859,4.313105,3.793541,3.7888,3.788388,3.622293,3.80591,3.984074
"7896520",9.809369,10.04401,9.962072,9.509356,8.787424,10.10155,10.271,10.78857,11.11163,10.57729,10.74215,10.97101,11.03245
"7896521",6.642527,6.05761,5.874678,5.320548,4.880579,5.150029,6.49815,7.799398,7.413328,4.968536,6.682205,7.72267,6.926519
"7896522",9.142445,8.552839,8.801955,8.120812,8.581534,9.041584,8.657671,8.347599,8.613582,8.400003,8.665971,8.923185,8.703265
"7896523",5.932416,6.935377,5.972327,5.580975,5.159774,6.030711,5.301622,5.613133,6.647727,5.364829,5.81481,6.691366,5.927102
"7896524",3.617045,4.969944,3.619967,3.350524,3.226904,4.018458,3.888306,4.209949,3.139467,3.477417,3.476754,4.048745,4.781808
"7896525",6.584826,5.99418,6.051347,4.372456,6.644866,6.776855,6.151589,7.073474,6.929568,6.698997,6.899346,6.816833,6.825792
"7896526",6.669324,5.566154,6.022476,6.292028,7.919605,6.671747,6.329451,6.245568,4.108527,5.833442,5.240249,5.25763,6.008127
"7896527",2.566706,2.308366,1.996888,2.070699,3.542253,2.292232,1.974048,1.513954,1.53737,1.734645,1.764101,2.265868,1.610887
"7896528",12.06864,11.99224,11.40653,12.02667,11.72847,11.88296,12.03337,11.9503,11.99881,11.90779,12.07439,11.90957,12.22666
"7896529",10.1717,10.52796,10.39101,9.115385,10.19735,9.850061,9.875256,9.84685,9.419825,10.0849,9.224566,9.531229,9.452844
"7896530",2.339502,2.605302,1.221477,0.9132683,1.307269,1.532918,0.9572948,2.448649,2.016006,1.831284,2.804947,1.744484,1.710366
"7896531",9.701893,10.25641,10.3512,9.911018,9.321951,9.932012,10.11209,11.34339,11.34907,11.12892,10.88677,11.48557,11.24586
"7896532",2.694621,2.945603,2.755465,4.554614,3.597486,3.787581,3.568229,3.33708,4.451723,3.139392,2.734753,4.531837,3.076612
"7896533",11.82018,11.75755,11.98147,11.72398,11.68345,11.86058,11.93406,11.85663,11.54642,11.89151,11.94949,11.70612,11.70129
"7896534",8.968857,8.76176,8.480788,9.168187,8.487206,8.942885,9.028791,8.5391,8.85957,8.633834,8.661036,8.884802,8.949369
"7896535",3.513132,1.465979,1.949781,1.577071,2.395621,2.266102,2.266102,2.240875,3.306621,2.743721,2.478262,2.843933,2.469502
"7896536",3.375312,3.482549,3.313258,3.090161,3.068654,3.056217,3.531806,3.142725,3.244959,3.012576,3.18782,3.14479,2.995259
"7896537",2.800026,3.630466,3.323454,3.41258,3.535024,3.989666,2.997184,3.238727,4.258882,3.211976,4.570336,3.549126,2.243097
"7896538",2.084556,2.689693,2.082362,4.243011,2.979605,3.030221,2.80924,2.535503,3.578513,3.513009,3.839904,3.149091,4.246405
"7896540",8.006859,6.562726,6.84021,7.44628,7.121722,7.252844,7.286856,5.407942,6.12245,5.821361,6.188044,6.395805,6.190258
"7896541",13.45874,13.62235,13.30579,13.18045,13.24977,13.4365,13.23023,13.30124,13.30058,13.32611,13.21458,13.11872,12.99624
"7896542",11.1288,10.78936,11.15393,10.59765,11.15092,10.22216,10.75157,10.6735,10.55749,10.1812,10.37941,10.17266,10.0686
"7896544",11.98437,11.67727,11.95616,11.63129,11.7828,11.62995,11.8774,11.77664,11.14827,10.81239,11.34502,11.34457,11.10792
"7896545",4.673457,4.686941,4.812419,4.70234,4.154576,5.253399,5.161966,3.828622,5.504183,4.480538,4.527074,5.360909,4.821326
"7896546",7.220214,7.792197,7.972699,5.893386,7.797526,7.310855,7.341113,7.170921,7.472324,6.91862,7.680404,7.772526,7.366295
"7896547",8.139509,7.747235,8.192224,7.707921,8.184026,8.239311,8.27766,9.322083,8.933316,8.644465,8.944114,8.487551,8.709572
"7896548",6.762143,5.91509,5.538105,6.616394,6.832776,6.654212,6.428208,5.419415,5.594954,6.458148,5.742648,5.354578,5.30846
"7896549",11.90565,11.79714,11.53421,11.67865,11.59031,12.00004,11.73289,11.63928,11.5982,11.61341,11.58386,11.20465,11.12343
"7896550",4.015671,3.810393,3.4745,3.504722,4.010883,5.03525,4.082958,3.418016,4.944499,4.091113,4.01063,4.605058,4.279447
"7896551",3.702694,1.762252,2.118573,1.876534,3.488108,3.375552,1.998697,1.708214,3.203852,2.570835,2.776976,3.394609,2.598687
"7896552",4.852878,4.416588,4.991309,5.601961,5.885265,6.024748,2.841152,6.153486,6.159709,3.902161,6.187383,5.90392,5.477968
"7896553",6.031518,6.039259,5.978576,5.17775,5.071619,5.952572,5.597912,7.285747,7.003755,6.355025,6.565423,6.789163,6.413177
"7896554",10.00792,8.40414,8.305231,10.49732,8.702373,10.52541,10.86788,11.21903,11.33683,10.69388,11.26683,11.25843,11.17236
"7896555",3.444866,1.775142,1.785753,2.051182,2.450846,1.604377,1.978066,2.437052,4.218137,2.829176,2.457599,2.150383,3.653001
"7896556",2.581793,2.712863,1.68939,1.370487,2.339002,1.479249,2.246543,1.683856,1.916651,1.417239,1.019623,1.616134,1.868855
"7896557",2.849255,2.007777,3.399542,3.993618,2.250359,2.483537,3.415738,2.126671,2.484149,3.474905,1.887653,3.288132,2.381439
"7896558",7.944477,7.466888,7.576591,6.566771,7.674307,7.319323,7.212713,8.106354,7.961958,8.040368,7.634677,7.951054,8.188794
"7896559",5.389191,4.836815,3.344914,2.162019,2.516315,3.314686,2.909665,3.048885,3.936938,2.668581,3.691839,2.922656,3.156196
"7896561",8.632078,8.5461,8.031971,9.049911,8.936399,9.196456,9.422112,10.46223,9.434428,9.56963,8.652823,9.130503,9.503461
"7896562",5.350708,5.403406,5.686887,5.852878,5.277946,6.265971,5.79308,5.481486,4.782256,5.505827,5.492163,5.072003,5.169386
"7896563",5.883387,5.620207,6.23972,5.947453,5.724267,6.172074,5.477968,5.304371,4.870294,4.799284,5.223704,5.477968,4.587644
"7896564",2.475198,3.674693,2.164604,2.135954,2.256813,2.124602,2.287533,2.531163,3.530516,3.254581,3.125909,2.864044,2.886105
"7896565",4.792941,5.407007,4.320049,4.358747,4.075182,4.12837,4.512486,3.271953,5.972679,4.655371,4.2041,4.811475,4.472593
"7896566",6.37575,6.283457,4.150023,4.464028,4.447434,6.083537,5.684549,5.77313,5.655274,4.482178,5.694882,6.000082,6.005971
"7896567",5.508018,3.261611,2.841564,2.541109,3.34657,2.375915,3.294058,3.519303,4.262411,3.653472,3.444382,3.216746,3.732792
"7896568",1.738537,2.022626,1.463225,1.907479,1.613874,1.734349,1.999127,1.647062,1.987308,1.260682,1.612276,3.061427,1.490802
"7896569",5.873178,4.193885,3.914525,3.959453,2.653542,5.521821,4.880287,5.544218,6.184801,5.416876,4.392451,4.601099,5.734279
"7896570",6.475787,5.76109,5.789831,5.369915,5.453315,6.232405,5.290616,4.724632,5.972971,5.617098,5.990564,5.459285,6.09586
"7896571",2.467216,4.353559,1.715843,1.644372,1.802731,1.88079,1.997816,1.491201,1.79093,1.405891,1.848524,1.995628,1.392241
"7896572",5.763156,6.196542,5.448076,5.845596,5.146361,5.657703,5.505184,5.087837,5.475158,5.193616,5.445664,5.925457,5.209253
"7896573",5.35228,5.095368,5.609372,5.830765,5.536487,5.316409,5.584425,5.252041,4.615378,5.252041,5.16724,4.677721,4.890273
"7896574",7.197058,8.175747,7.293243,7.6408,6.463625,7.699554,7.268277,7.678802,6.582314,6.854645,6.554355,6.781452,6.598481
"7896575",5.979954,4.456471,5.147999,3.593667,3.874514,6.15426,5.498522,6.424181,5.871059,5.503568,5.069126,6.560263,6.092632
"7896576",5.051718,3.574562,3.627463,2.861739,3.669538,3.854717,5.223132,4.03646,4.796979,3.461773,3.616116,4.578556,4.358959
"7896577",4.213187,3.465937,3.791728,3.505752,2.224399,4.439322,4.15617,3.078904,3.382685,4.213766,4.170979,2.689181,3.318645
"7896578",2.849873,2.80606,3.475679,1.381057,2.717389,4.749671,3.019835,2.953269,3.611182,3.752761,3.524034,3.977405,4.012765
"7896579",2.023932,2.598694,1.940207,1.886634,4.224178,2.916409,2.433554,3.498691,2.990168,1.670803,3.697191,2.19135,3.732241
"7896580",5.331035,4.630233,5.140577,6.406439,5.645757,6.073372,4.728009,5.741948,6.048995,5.347034,5.446319,5.242072,5.218714
"7896581",5.675189,5.132251,4.264252,4.728168,6.008182,5.2369,4.900765,4.896833,5.571253,4.456856,4.62729,3.80581,5.490058
"7896582",7.536469,8.274199,8.623928,8.245764,8.128319,7.792006,8.221701,7.674878,7.894442,7.280072,7.28028,7.534454,7.162039
"7896583",2.711444,1.872008,2.424671,1.311339,3.571293,1.797251,1.89819,2.449872,2.867153,1.896457,1.909459,1.918501,2.135722
"7896584",4.693405,6.088933,3.879934,3.510386,2.860668,6.4265,4.459777,5.755233,5.935982,4.7264,5.537086,6.260583,5.928845
"7896585",5.942326,6.268796,5.585069,5.92726,5.264339,6.041856,5.29223,5.703415,5.557444,5.703415,5.832797,5.580479,5.139943
"7896586",11.38179,11.33799,11.63368,11.71141,11.27176,11.51986,11.70989,11.54736,11.52698,11.66165,12.07742,11.6214,11.64037
"7896587",2.957255,1.310582,1.098023,1.828498,3.451055,1.309809,1.984492,1.575303,1.16292,1.348802,1.104511,1.856241,1.692225
"7896588",7.308996,8.87103,8.305225,6.590748,6.06525,7.274415,6.703718,5.534781,5.824007,6.4821,5.907279,6.708498,6.797261
"7896589",2.97006,4.135215,2.156712,2.961165,3.638456,4.144901,3.271027,3.086752,4.159831,4.201778,2.483009,2.184143,3.785343
"7896590",3.154299,3.727404,3.701831,3.128013,3.694759,2.850975,3.509025,3.442176,3.515878,2.685937,3.149269,2.771634,2.823236
"7896591",2.095968,2.522375,2.06819,2.485705,3.311572,2.632951,2.588483,2.538857,2.977615,3.401148,2.556538,1.612873,2.612363
"7896592",8.04885,7.398697,8.010699,8.569524,7.632562,8.228696,7.662308,7.385581,6.944065,7.733465,7.417092,7.141463,7.429049
"7896593",4.76162,3.900148,3.981607,3.37968,3.210529,4.564603,3.660248,3.591285,3.778123,2.717444,3.309335,4.502843,3.689297
"7896594",11.05834,11.67652,11.43524,11.445,10.75227,11.44058,11.3156,11.69136,11.55382,11.46548,11.74167,11.60836,11.62792
"7896595",3.030518,2.47777,2.741657,1.723094,1.404533,2.831307,2.169745,2.169379,3.213235,2.320566,1.545259,2.85752,2.631875
"7896596",8.864477,8.960488,8.692026,8.965234,8.537778,8.973026,9.461929,9.606887,10.49253,9.885004,10.15261,10.3696,10.21598
"7896597",2.80855,4.980176,2.853476,3.435957,3.302388,3.932454,3.51168,4.253239,5.241722,1.90634,3.970083,4.636669,4.099585
"7896598",3.170749,3.892628,4.064123,3.210084,4.33872,3.635248,3.896771,2.878876,2.939759,2.761373,3.635742,3.006608,4.055734
"7896599",10.82693,11.00285,10.66609,10.32694,10.70162,10.33041,10.43658,10.51748,10.76065,10.71761,10.76389,10.80114,10.73964
"7896600",8.201096,7.55486,7.498835,6.769041,7.892626,7.981296,7.851662,7.694004,8.296542,7.652303,7.976106,8.161271,8.122252
"7896601",5.516602,4.962065,4.070775,3.906723,4.992219,6.127483,5.043004,5.540504,4.473132,4.598662,4.955852,6.185823,4.888562
"7896602",10.94107,10.25193,10.76264,10.14622,10.57085,10.12126,10.38668,10.11477,9.183336,9.457159,9.668403,9.187231,9.155636
"7896603",9.987664,10.23488,10.2006,10.44766,10.37013,10.49794,9.850346,9.797332,9.929848,9.969223,9.911476,9.345191,9.829456
"7896604",5.359726,5.262637,4.137848,4.334845,4.430212,4.680262,3.924979,5.037648,4.743737,5.240361,4.004601,4.721601,4.440007
"7896605",10.26098,10.08438,10.45028,10.35661,10.40792,10.32285,10.54069,11.71394,11.21196,11.0049,10.53227,10.93826,10.82
"7896606",10.63796,11.59631,11.4106,11.30226,10.44436,11.46411,11.17358,10.56533,10.92158,10.86287,10.27622,10.41067,10.91726
"7896607",5.174138,2.535565,3.226888,2.797981,2.852185,3.429212,3.075572,3.36332,3.630587,3.348071,3.977376,3.176315,2.953284
"7896608",9.225373,8.992073,9.123984,9.111734,8.963566,9.179578,9.149823,8.950964,8.490637,8.250544,8.943669,8.165536,8.422983
"7896609",9.666747,10.52209,10.12633,9.488856,9.232569,10.82035,9.741471,9.807938,9.487028,9.689308,9.54066,9.303185,9.249308
"7896610",2.527955,2.140771,2.781891,2.434936,2.145945,2.322926,2.430089,2.406904,4.002086,1.799907,1.934914,2.857515,2.124448
"7896611",7.418263,6.424213,5.80492,5.667491,5.315769,6.458255,5.38727,6.133547,6.681088,5.789977,5.930848,7.073961,6.168701
"7896612",8.321941,8.106874,5.896097,6.207257,5.93516,7.825438,7.063913,7.351363,7.161324,7.399033,7.035151,7.801204,7.572605
"7896613",7.181596,7.241978,6.111088,5.524909,6.385606,7.120958,6.512516,6.865764,7.312926,7.073833,6.690072,7.361573,7.458177
"7896614",5.968135,6.138348,5.309647,5.647112,5.490971,5.510939,5.107045,4.782097,5.693572,5.547667,4.950403,5.486608,5.483842
"7896615",4.848757,5.021049,6.105439,6.235917,4.385845,5.713469,5.623657,5.408059,4.835739,5.501006,4.546203,4.991048,5.103261
"7896616",10.48955,10.64655,9.270691,10.28925,10.53505,10.57186,10.48979,11.02095,10.6965,10.86771,10.53935,10.51781,10.67644
"7896617",4.459903,3.399541,3.528781,3.549052,2.561355,2.649776,2.133717,2.242024,3.059512,2.519085,2.362898,3.357914,2.085696
"7896618",5.294152,5.408385,5.256847,5.30711,4.925431,5.932098,4.893895,4.25371,4.840075,5.158334,4.728733,4.732552,5.227819
"7896619",3.162168,2.47981,1.778916,2.646104,2.107471,3.323511,2.273401,1.447987,2.038277,2.038813,2.529175,4.26998,3.387988
"7896620",11.26541,11.84806,11.50732,11.40054,11.09537,11.8587,11.25796,10.88493,10.66951,10.92987,10.60893,10.3394,10.48442
"7896621",10.37834,10.36157,10.34166,10.27042,10.38929,10.2079,10.62241,10.49099,9.94112,10.4965,10.85539,9.982541,10.23911
"7896622",13.14758,13.31293,13.33283,13.11356,13.33858,13.06042,13.03501,13.22074,13.11957,13.11178,13.09173,13.28466,13.04295
"7896623",7.907952,9.970195,7.699439,7.681732,9.74371,7.378324,7.896418,7.973277,8.17406,6.004222,8.020705,7.592063,7.706209
"7896624",6.817032,7.603356,7.486413,6.815394,6.340811,7.931991,6.990725,6.405373,6.860536,6.786764,6.625595,6.232717,7.055865
"7896625",5.533959,4.420128,4.634467,3.873029,4.838561,4.900974,3.66704,4.139981,5.382791,4.293047,4.078321,4.211694,4.293739
"7896626",2.60643,2.190912,1.767908,1.890698,1.802731,2.049892,1.883003,2.054722,2.371653,2.382036,2.449029,2.109352,1.969935
"7896627",8.241685,8.11585,7.883613,7.331669,7.235095,7.823537,8.096334,8.627583,8.426897,8.488241,8.099758,8.534331,8.67926
"7896628",4.490733,4.426157,4.678949,4.145074,3.579915,4.122788,3.80964,4.491686,3.911571,4.231016,4.082564,5.880787,4.258599
"7896629",5.883368,5.665006,5.093464,5.372059,3.084638,6.055521,5.839251,5.976799,6.594139,5.771423,5.852544,5.747838,5.902886
"7896630",5.883387,4.092109,4.2318,5.260751,6.863133,5.174326,3.352621,3.34179,5.699149,3.524984,6.261582,6.730426,5.249126
"7896631",13.8887,14.09839,13.92236,13.75496,13.82132,13.90624,13.84997,13.87643,13.95092,13.88486,13.9145,13.81006,13.69573
"7896632",4.262023,7.009159,6.18971,7.017657,7.206068,6.444105,6.000793,5.929247,5.049785,6.408818,5.735272,6.025691,4.919784
"7896633",2.537784,4.198479,2.687984,1.365307,1.740973,5.135773,3.776741,4.196835,3.698023,2.787611,4.391116,4.942524,4.000842
"7896634",5.088921,6.148802,6.466219,6.79281,5.31192,5.703415,5.477968,5.336837,3.468911,5.300702,5.790202,5.703415,2.841152
"7896635",3.563091,4.758007,2.292346,3.023566,3.48771,3.283814,3.477738,3.367977,3.695192,3.059926,3.222303,3.821132,3.21602
"7896636",1.756583,2.435386,1.889144,2.135796,2.37096,2.715673,1.671593,3.689799,1.774611,2.25101,1.763375,2.322491,2.324283
"7896637",8.157898,7.714767,8.178199,8.51035,8.043562,8.287161,8.254736,7.839882,7.22261,7.895854,7.683953,7.308238,7.475841
"7896638",4.223192,4.568473,3.230703,4.00272,4.413627,4.903439,3.130862,3.81269,5.170861,4.055089,4.16274,5.777274,5.101462
"7896639",13.08997,13.50682,13.33504,13.24423,12.82496,13.47129,13.20247,13.09196,13.06061,12.98256,12.83829,12.90478,12.84222
"7896640",4.64155,4.660622,4.163143,3.341008,4.401496,5.123527,4.086161,6.120464,6.009691,4.740083,5.076479,5.835886,5.120728
"7896641",2.023029,1.304303,1.242759,2.414392,2.455939,2.086159,1.675197,1.939079,3.080029,1.26474,2.978216,2.061567,2.468472
"7896642",9.950436,11.18073,10.61423,9.668803,9.285475,11.28238,10.21276,10.49991,9.813774,9.917873,9.87046,9.778056,9.818268
"7896643",3.057392,2.555452,2.804866,3.829982,1.788948,3.363855,2.613311,3.709438,3.356072,2.997776,2.481565,4.381529,2.478672
"7896644",8.326313,8.214137,8.589405,8.820605,8.232819,8.959587,8.77965,7.786705,7.383504,8.20685,8.054433,7.700787,7.695646
"7896645",2.803909,2.2396,2.56101,3.070469,2.497355,3.114279,2.235815,3.154307,4.287997,1.533489,1.750064,3.72332,2.435479
"7896646",7.18072,8.525155,7.225051,6.813814,7.967701,7.658802,7.551785,5.977818,7.326015,6.22591,8.262898,6.065589,6.564848
