"","GSM1045517","GSM1045518","GSM1045519","GSM1045520","GSM1045521","GSM1045522","GSM1045523","GSM1045524","GSM1045525","GSM1045526","GSM1045527","GSM1045528","GSM1045529"
"7892501",5.41303,5.232056,5.590446,6.818197,6.24972,4.788223,6.882631,7.374732,6.281832,5.146877,6.128311,6.201041,6.389065
"7892502",3.771905,4.830217,3.867787,3.593544,4.329471,4.858477,3.425378,4.02743,4.966854,4.910871,4.369304,5.319048,5.350814
"7892503",4.395819,5.032963,4.819382,3.010962,2.295089,4.295044,2.689371,5.053787,5.293808,5.03548,4.660673,3.93552,5.482688
"7892504",9.622141,9.394719,9.363083,9.291167,9.80823,9.06229,9.301064,9.880198,9.19899,10.4781,9.775122,9.034088,9.555803
"7892505",2.958928,2.670256,2.149778,1.882204,2.594486,2.591878,1.893154,2.847593,3.719773,2.205844,2.499367,2.470138,1.778128
"7892506",3.068507,3.550105,4.059966,2.186807,2.905439,2.712955,3.330375,3.320557,5.002482,3.82194,2.278946,3.937302,3.240491
"7892507",3.741884,5.596645,5.712957,4.490992,5.845696,4.260887,5.282096,4.756262,5.770682,5.642363,5.151225,6.108204,5.159036
"7892508",5.912856,6.723126,6.14898,2.535577,4.828074,6.34912,4.431342,4.015573,5.956921,4.388818,5.365367,5.23582,4.873232
"7892509",10.9606,11.09005,10.39521,10.68718,10.16627,10.99062,11.15603,11.73487,11.75802,11.37851,11.49303,11.89281,11.60041
"7892510",3.527076,3.532931,2.737487,3.658735,3.970428,5.147917,4.500332,3.844057,5.155185,2.829176,3.78214,5.306938,5.021112
"7892511",2.923226,2.162863,2.357531,2.971119,1.802731,2.518688,3.033638,2.510222,3.713347,3.025999,2.647399,4.022971,3.233177
"7892512",7.939774,7.283872,8.018718,8.120751,7.999047,8.140972,7.527267,7.109921,7.373392,7.50523,7.593645,6.546025,7.205929
"7892513",4.872652,1.24434,2.811548,2.006378,2.911253,3.28603,2.622448,3.717777,3.956763,2.72358,3.154926,2.940998,4.505588
"7892514",9.612455,10.0024,9.741205,10.26672,9.728534,10.31454,10.26674,10.7372,10.79009,10.77804,10.7273,10.55542,10.59171
"7892515",9.068207,9.504934,9.579841,9.217802,9.150224,9.791307,9.129602,9.071301,9.051906,9.414031,8.989645,8.606928,8.686127
"7892516",4.577899,4.524833,4.708159,3.829594,3.410627,5.762642,3.996801,6.988734,6.633572,5.907968,5.351137,6.57022,6.985415
"7892517",6.644938,6.910949,5.738713,4.983183,5.45667,6.240119,5.244378,6.243454,5.937923,6.099473,5.611514,6.1903,6.345882
"7892518",2.53366,2.140375,1.900557,2.401432,4.486764,1.866099,2.266102,2.535503,2.561928,2.585617,2.061051,1.962791,1.98499
"7892519",6.059826,4.703726,5.404114,5.520868,5.169113,5.054481,4.60909,4.906448,4.632205,5.926662,4.809545,5.569169,5.59856
"7892520",9.6509,9.950043,9.71892,9.528889,9.179746,9.942606,9.40709,9.127919,8.98411,9.139793,8.900963,8.887621,8.910493
"7892521",7.033479,7.012943,6.787196,6.517406,6.742661,6.724067,6.301899,7.091607,6.267572,6.094573,5.865562,6.878196,6.384632
"7892522",6.327631,7.323698,7.574136,7.645805,6.844304,7.661584,6.789989,6.657399,7.249083,6.612815,6.512919,6.175889,7.21397
"7892524",5.881308,5.438809,5.347194,4.626911,6.342404,6.341527,5.225167,6.828293,5.1047,4.579341,5.727545,5.319211,5.040853
"7892525",5.58776,6.344274,6.63844,5.310074,6.505667,6.893496,5.039181,5.0285,5.563449,5.780879,5.71322,5.125555,5.323635
"7892526",5.62559,5.225763,4.402859,4.634947,4.007442,5.128505,5.499588,4.333946,5.448826,4.70979,4.685072,6.498093,5.590264
"7892527",7.840856,8.119947,7.290321,7.269334,6.831378,8.309245,7.148128,8.905838,9.104546,8.671536,7.969766,9.234777,8.954906
"7892528",2.653513,2.383929,1.227234,1.572994,2.411044,1.30388,2.272018,2.374321,1.933454,2.011113,1.693474,1.432787,1.940435
"7892529",6.37943,6.979585,5.9454,6.500249,6.217467,6.367018,6.427704,5.34459,6.332769,6.020211,6.059407,5.053853,5.893137
"7892530",8.173148,8.31343,7.644933,7.838904,7.46853,8.523928,8.061178,9.385018,9.19417,8.879443,8.928419,9.452829,9.333126
"7892531",6.495545,7.465391,6.733581,5.225021,5.331972,6.798007,4.758028,6.490902,6.610248,6.415242,6.083402,6.681144,5.422996
"7892532",3.725531,3.737942,3.471752,3.225536,3.277807,4.149817,3.400199,4.191442,3.662919,3.597483,3.114853,4.058381,4.641213
"7892533",7.010609,7.819391,7.183198,7.567098,7.502555,7.994225,8.018064,7.425874,7.317339,7.012871,7.224328,6.364836,6.709959
"7892534",4.00352,3.869527,4.164752,3.462128,4.685203,3.835311,3.951989,4.065017,4.687133,5.006679,4.58812,4.040215,3.506358
"7892535",6.517997,6.528854,6.314133,6.045059,7.127217,7.112055,5.509979,6.009326,6.400742,6.366181,5.885265,6.354023,5.001739
"7892536",10.71159,10.85521,10.68109,10.64515,10.44258,10.22846,10.8654,11.16113,11.06448,10.50538,11.01096,10.83842,10.91467
"7892537",3.069744,4.667125,2.360251,2.369365,2.495069,2.797509,3.158386,3.828154,3.990935,3.16105,4.108459,4.260073,2.54033
"7892538",4.966627,6.275321,5.523248,4.014785,4.941532,5.857757,3.810716,4.822922,5.347714,5.286704,4.843587,4.742877,6.232388
"7892539",4.537018,1.577477,2.145218,2.84593,4.18656,3.900753,3.145677,3.902479,4.211319,4.526017,2.621753,4.967548,5.173965
"7892540",7.006338,5.78756,5.721709,4.224319,5.780491,6.666705,4.844449,6.509362,5.682005,5.137459,5.242997,5.844614,6.001486
"7892541",9.561418,9.190752,9.674809,9.43404,9.230951,9.853292,9.761697,10.30239,9.927786,10.08809,9.47206,10.10076,9.640251
"7892542",8.918676,9.096706,8.356179,8.302917,8.716346,8.668848,8.530878,8.035799,7.937674,7.931659,8.474123,7.943006,7.886326
"7892543",5.008422,5.62681,6.387077,6.021159,6.125034,5.909609,5.632729,4.737492,5.521443,6.261676,5.716522,5.216337,5.726499
"7892544",4.445232,4.464518,5.325342,4.525865,3.56406,5.219229,4.325767,4.443966,4.50353,5.425104,4.654029,3.913719,5.084317
"7892545",5.187232,5.476813,5.877193,5.780225,5.312388,5.658839,4.818496,5.686745,5.808699,5.44942,6.036632,4.903984,5.708
"7892547",5.422191,5.8794,4.844526,5.613439,5.112269,5.323538,5.017451,4.013125,4.728556,4.405643,4.451179,4.278667,5.678667
"7892548",6.592929,7.113469,6.215201,6.798525,7.092565,6.67594,5.910081,6.637562,6.612843,6.777715,6.069867,6.322771,6.691483
"7892549",6.347652,4.504364,5.575453,6.264445,5.286136,6.186186,6.555695,7.706791,7.76211,7.076745,6.819691,7.740942,7.740531
"7892550",6.428751,6.74897,6.606401,5.988816,6.018066,6.706573,5.89274,6.705738,6.877108,6.178418,6.873243,7.114668,7.327729
"7892551",10.72397,11.16568,10.87696,10.20098,10.54184,11.24209,10.76675,10.56302,10.53428,10.71417,10.54074,10.12559,10.21715
"7892552",5.405626,4.829199,3.144735,3.994976,4.371208,4.756423,4.718313,5.697747,5.733329,5.253994,4.142908,5.680984,5.344028
"7892553",4.45687,4.10041,2.402497,1.926646,3.337328,4.224757,3.12419,4.683499,4.529304,2.616916,3.931088,5.386016,3.862744
"7892554",2.875448,3.456267,2.659582,2.820887,2.701612,3.951314,2.767253,3.733245,3.135229,3.314742,3.446732,3.991284,2.834531
"7892555",5.498914,5.98297,4.793954,4.603603,4.270174,6.380075,5.324482,5.718143,6.444719,5.889877,6.518374,6.658221,5.848253
"7892556",12.73521,12.75285,12.66429,12.48413,12.46078,12.50822,12.70391,13.16406,13.04071,12.52421,13.01077,12.8312,12.95579
"7892557",3.223059,3.07255,1.668676,2.065753,5.304206,3.204625,3.748152,3.359435,3.678178,2.639416,2.605945,3.271646,3.339486
"7892558",3.883132,4.41813,3.928679,3.107231,4.53207,4.40466,4.682056,4.216115,3.989713,5.021846,4.054946,2.516988,3.156022
"7892559",7.38829,7.152153,7.220813,7.338435,7.570222,6.997215,7.073973,6.420557,6.632285,6.624198,7.007578,6.694392,6.594666
"7892560",6.530433,5.598498,5.919423,5.843435,5.741496,6.01194,5.168224,4.998363,5.589028,5.1606,5.432065,4.760272,5.686828
"7892561",10.15452,9.224408,9.340906,9.932762,9.642539,10.46722,10.2393,10.72793,10.42827,10.28016,10.17006,9.931877,10.29975
"7892562",8.454355,8.510162,7.618102,7.948705,8.367781,8.012964,8.583832,8.470338,8.549423,7.994314,8.304528,8.499298,8.285759
"7892563",6.0178,6.340828,6.883273,7.329216,5.830357,6.798351,6.170901,6.468096,6.938279,5.90259,6.458859,6.617762,6.506735
"7892564",11.20629,10.77414,11.0763,11.81145,11.05073,11.4043,11.84099,11.30055,10.81063,10.93767,10.71292,11.26286,11.2326
"7892565",7.388506,6.063391,6.450272,6.680354,7.417752,7.444638,7.226929,8.723503,8.615852,7.723639,6.9722,7.377564,7.821193
"7892566",3.310365,1.492788,2.72995,1.984231,2.135442,2.560837,2.066621,2.232537,2.570821,3.493575,3.433761,3.047826,3.593644
"7892567",5.682191,5.722537,4.716665,4.282297,4.70173,5.2352,4.143536,4.716764,5.34633,4.753418,5.093703,5.13843,4.6716
"7892568",10.97315,10.60059,10.27651,10.61985,10.38865,10.63242,10.90845,10.69856,10.34103,9.835316,11.16282,10.15409,10.33487
"7892569",8.741907,8.381223,8.405958,8.004832,8.86235,8.38837,8.197657,8.34094,8.132103,8.699443,8.432863,7.834113,8.338945
"7892570",6.510571,7.226263,5.934905,5.611735,3.961479,6.487731,5.427526,6.403499,7.233413,6.623625,6.922722,7.726323,7.087667
"7892571",1.675387,2.260142,1.828876,1.899616,2.269753,2.197839,1.758037,1.512739,2.469818,1.587048,2.4719,1.440955,1.266093
"7892572",6.112372,5.841423,6.717829,6.330773,2.71965,5.703415,6.552693,6.026452,6.558592,6.570317,6.23972,5.883387,5.452851
"7892573",5.069716,6.255608,6.11669,6.541006,6.257796,6.040781,6.542459,4.806036,5.237088,5.848705,5.645403,5.399597,5.934925
"7892574",11.39568,11.14,10.47335,10.13596,11.15353,10.63283,10.38534,11.3638,10.56431,11.12695,11.00372,10.94949,10.71455
"7892575",6.578091,5.992814,4.518907,3.692913,4.768023,5.936596,4.508676,6.230787,6.776085,4.999677,5.412962,6.724139,7.003152
"7892576",5.88148,6.341264,6.764804,6.392794,6.131115,6.660413,6.555773,7.77,7.513461,7.593225,5.89836,7.552113,7.534786
"7892577",2.170817,1.907462,1.424241,3.443186,1.299825,2.059484,2.085,2.16278,2.952734,2.593442,2.0996,2.066231,1.98287
"7892578",4.914574,3.476822,3.762924,4.339558,5.161976,3.183422,3.631631,3.954553,3.725662,3.088513,3.526364,2.857541,3.41465
"7892579",9.374477,9.519026,9.823344,9.412005,9.184701,9.052112,9.226521,9.776917,9.654442,9.186136,9.302475,9.837727,9.368697
"7892580",3.176858,3.141787,2.340677,2.647403,3.472683,3.295123,2.808923,3.247994,2.249386,2.3703,2.868548,2.259509,4.425255
"7892581",3.856557,5.495219,4.312531,2.816396,4.799871,5.261661,4.491359,3.287323,4.850725,3.342775,3.715292,4.985529,4.576387
"7892582",2.520801,2.707103,2.521492,2.178672,2.5101,2.425992,2.807946,2.960273,2.155,2.391267,3.285875,4.260393,2.124409
"7892583",4.438347,6.227017,4.700998,4.896229,5.603934,5.316079,4.214471,3.506773,4.358967,4.570971,4.707829,4.14739,3.395247
"7892584",6.385222,8.217751,6.029396,7.43017,7.593099,6.589497,5.792309,5.868121,5.757895,6.041233,5.949631,5.218521,5.861926
"7892585",2.478681,2.601233,2.304497,1.573904,2.345198,2.99141,3.192453,2.771081,3.653274,3.338192,3.167291,3.687212,3.603694
"7892586",3.693101,1.986347,2.20469,2.452475,2.819204,2.36871,1.972464,1.378313,3.062684,1.639977,2.968672,3.574202,3.178874
"7892587",5.294032,6.053954,4.716011,4.849845,4.621896,5.936491,5.147578,5.886949,6.557042,5.794346,5.757441,6.042729,5.863021
"7892588",3.285866,1.499755,1.8663,1.971763,2.096297,2.364655,2.096566,2.052767,2.05812,1.355763,1.87631,1.530905,1.567597
"7892589",6.687641,6.760693,6.291831,4.466884,5.860665,6.928771,5.494036,6.16667,6.501022,4.723733,5.50244,5.629496,4.750622
"7892590",2.47868,2.960461,1.8663,1.890698,2.99922,3.976155,2.809361,2.705112,2.43514,3.631052,1.991562,3.086137,2.465599
"7892591",2.719056,2.788027,3.434162,2.527444,3.795897,3.22652,2.618629,3.45246,2.740423,2.695968,3.096436,3.277835,2.528716
"7892592",6.418719,6.616494,4.748375,5.290514,6.138704,6.342397,5.670352,5.879505,6.229568,5.385221,5.822839,5.836934,5.179142
"7892593",6.12494,6.713009,6.405863,6.4099,5.716111,5.874026,5.555205,5.310245,5.462974,4.946423,5.842963,5.632815,3.990976
"7892594",4.565047,2.308027,2.515984,2.006138,2.314328,2.260814,1.975312,2.849264,3.595036,2.941369,2.518189,4.164322,4.494374
"7892595",3.125247,4.113059,4.297711,4.220209,4.181832,3.8562,5.132577,4.811579,4.667358,4.360737,3.723694,4.690999,1.74191
"7892596",3.220191,3.593306,4.294542,3.633925,3.19754,4.359619,3.455598,4.354869,3.934625,4.008817,4.208463,5.250299,4.240236
"7892597",3.95974,6.084784,5.877919,6.635521,5.381889,6.124064,5.754348,4.742174,4.314132,5.213332,5.411652,4.234972,5.478839
"7892598",9.377752,8.972701,8.563286,9.870838,8.610053,9.60759,9.926883,10.14627,10.73989,10.31445,10.30994,10.82083,10.75466
"7892599",10.24916,10.43366,10.1002,9.543657,9.726826,9.660316,10.00159,10.65446,10.80845,10.32151,10.73391,10.96055,10.84639
"7892600",2.267166,1.981444,2.652012,2.933564,2.227686,2.05572,2.295753,2.529843,3.819371,1.442609,2.058873,2.694139,2.669977
"7892601",5.769111,5.484698,6.161251,6.274936,5.883724,5.915181,6.016101,5.702233,5.02921,5.702233,5.621614,5.189151,5.20848
"7892602",3.053884,2.260675,2.750521,2.762288,2.139981,1.519511,1.934462,1.672116,3.42252,1.595526,2.326973,1.903564,1.743735
"7892603",3.602005,3.779296,2.393865,1.397281,1.981646,5.073562,2.774051,3.890534,5.069379,3.155329,2.706636,4.767648,3.63807
"7892604",4.660245,3.716166,3.855882,3.631724,5.008116,4.104012,4.43081,3.951288,3.279339,3.832724,4.538462,4.443534,3.903502
"7892605",8.681325,8.343748,7.543745,9.031599,8.084052,9.113601,9.025256,9.130479,9.01863,8.953441,9.145885,9.14902,9.243335
"7892606",11.72112,12.30316,12.07922,11.8133,11.34692,12.25755,11.76364,11.52945,11.42866,11.40599,11.22329,11.23045,11.22159
"7892608",8.537579,9.049266,8.694369,7.902747,8.122901,9.355085,8.083949,8.127542,8.179037,8.502725,7.881394,7.861583,7.840631
"7892609",3.430491,1.738197,2.707788,1.372789,1.634716,3.569704,4.630575,2.693378,4.810003,4.092109,5.161981,6.191944,1.383338
"7892610",7.379528,6.948098,7.087112,7.946153,7.189533,6.891449,8.013924,9.160816,8.267445,7.013555,7.624804,7.39266,7.862958
"7892611",2.425408,2.057189,1.33981,1.29514,1.862964,1.2198,1.676814,1.375708,2.419756,1.775188,1.480885,1.412415,2.23176
"7892612",2.474051,1.547567,1.491922,2.155298,1.405704,3.29383,1.766009,2.010117,2.887336,1.354258,1.317246,1.322931,1.931362
"7892613",9.677706,10.18536,10.18497,9.483104,9.366092,10.27188,9.588346,9.409075,8.905671,9.484163,8.915915,9.094526,8.642662
"7892614",3.406965,2.908826,3.341739,3.628561,2.897473,2.558524,3.018585,3.04827,4.510608,3.98286,3.560433,4.608248,3.415666
"7892615",4.253178,5.865802,4.312294,2.37306,3.113687,3.730747,4.550797,4.659692,4.212683,4.663538,4.88239,5.69288,5.352695
"7892616",4.473316,1.994583,1.73603,2.043946,2.470088,2.636437,2.097615,2.546447,2.383587,1.990637,2.497036,1.361793,2.071404
"7892617",12.14091,12.59377,12.18431,12.02113,12.0918,12.38926,12.21398,12.0685,11.82424,11.94157,12.05698,11.5829,11.84231
"7892618",5.317395,5.818544,5.862689,6.469318,5.123137,5.814628,6.661641,7.122353,7.429635,7.047778,7.304295,7.556816,7.563152
"7892619",2.855991,4.31705,3.82489,3.360496,1.536012,5.23952,5.050935,4.246071,4.064363,2.299995,3.506514,2.720659,3.940039
"7892620",10.55179,10.81855,10.93685,10.24629,10.26647,10.70201,10.60875,10.96275,11.07065,11.08307,10.8311,11.27895,10.9974
"7892621",11.72985,11.91027,11.6953,11.47074,11.36437,11.79651,11.80411,12.50262,12.23294,11.7731,11.91073,12.41638,12.22912
"7892622",9.90704,9.972656,9.070848,9.250053,10.02543,10.04191,9.591127,10.7605,10.5999,10.38643,10.56649,10.43206,10.46541
"7892623",10.19449,10.4288,10.07902,9.56207,10.61757,9.60243,10.22728,10.17843,10.2981,10.04984,9.913458,10.02468,10.13641
"7892624",4.713184,3.081541,3.223351,3.335544,3.558397,3.522187,3.92231,2.88414,2.518849,2.254308,2.727717,2.391527,2.517549
"7892625",6.923887,6.317201,7.068188,5.695078,6.504405,6.729463,6.678524,6.466267,6.891702,6.281941,6.770372,6.210361,6.70898
"7892626",5.167895,2.775696,5.505849,4.543841,3.169533,3.163386,4.973699,4.298656,4.368133,3.933442,3.94037,5.030932,3.964217
"7892627",7.249122,7.741852,7.88886,7.749458,8.184193,7.870362,8.07555,7.869684,7.367639,8.185877,8.033476,8.080116,8.167349
"7892628",11.06567,9.957849,10.57375,10.6161,10.32725,10.47029,10.9157,10.25115,9.720625,9.317133,9.968544,9.520205,9.48596
"7892629",4.786355,5.437291,4.259225,5.360016,3.933072,6.714432,5.054272,4.884636,5.850934,5.457782,5.712233,5.408052,4.883492
"7892630",9.028402,9.372348,10.62976,10.42511,9.390146,10.33462,10.27654,10.88841,10.55098,10.50295,10.58375,10.57836,10.26807
"7892631",2.531151,3.213781,1.659757,1.482966,1.434139,2.656336,1.701828,1.559492,1.988796,1.824122,2.052388,1.848602,2.180947
"7892632",3.675799,3.945452,2.384275,3.328298,3.341671,4.182004,2.191982,4.842523,3.407228,2.935649,3.584263,2.586638,3.143115
"7892633",7.278643,7.853532,6.486791,5.077975,6.720436,6.616529,5.497973,7.099028,6.807888,6.820428,6.860557,6.077496,6.859465
"7892634",8.091784,9.516369,8.666462,8.360827,8.247149,9.086371,8.2726,8.076187,8.292364,8.378763,8.268565,8.164004,8.067894
"7892635",9.197698,8.959492,9.059421,8.429291,9.506659,9.071126,8.764971,8.349696,8.279652,8.432267,8.615681,8.592396,8.531586
"7892636",8.154256,8.593171,8.269627,8.121728,7.993748,8.512376,8.01483,7.871459,6.338716,7.62494,7.829968,7.493338,7.463406
"7892637",7.783546,7.643684,7.268589,5.424321,5.33817,7.732652,6.166455,7.293617,7.779203,7.069145,6.746273,7.871663,7.538258
"7892638",2.315242,1.480205,1.803622,1.677226,1.707366,1.487938,1.546034,1.643101,2.146184,1.747368,1.147475,3.116696,1.665385
"7892639",4.764116,7.163011,6.622552,8.3449,7.279268,7.509276,6.936763,9.999071,9.366392,8.912302,8.602635,8.984936,9.477094
"7892640",12.57505,12.63012,12.50418,12.42537,12.41771,12.41234,12.67749,12.82337,12.60625,12.66376,12.74538,12.42557,12.48971
"7892641",3.341344,5.534421,4.102645,3.992778,2.892784,4.732662,4.393969,4.328813,4.266592,4.748003,4.939089,4.974385,5.460356
"7892642",9.903317,10.45456,10.45516,10.24732,9.746408,10.41707,9.823247,9.360435,8.559226,9.356478,8.640166,8.668489,8.860421
"7892643",9.188079,8.599853,9.621735,9.441748,8.650824,9.391932,9.65976,10.44015,10.05832,9.887987,9.873978,10.29282,9.897268
"7892644",9.681632,9.800539,9.300157,9.311269,8.904193,9.909668,9.764125,10.50365,9.986753,9.547615,9.883266,9.829321,10.0763
"7892645",2.939869,2.101533,2.071223,1.751831,2.184186,2.625924,1.973546,2.291205,1.534561,1.847283,1.861037,2.080747,2.180947
"7892646",2.85879,2.852548,1.924003,2.284902,1.940299,2.427139,2.127201,2.059922,2.412913,1.890511,2.483009,4.070772,2.448066
"7892647",4.354782,4.287228,3.774662,3.811207,3.408281,4.554173,4.860945,4.603508,3.067968,4.827444,3.941255,3.962147,4.50469
"7892648",10.11888,10.87739,10.6503,9.334302,10.11357,10.70416,10.10776,10.92991,10.68499,10.65167,10.47889,10.26859,10.34883
"7892649",4.744191,5.343886,3.937977,4.854144,4.393476,5.053009,4.578203,4.121845,4.573426,4.931818,4.873919,5.345936,4.527951
"7892650",12.25718,12.5419,12.78886,12.41779,12.19467,12.1772,12.3397,12.58768,12.4605,12.24856,12.42754,12.49113,12.51987
"7892651",3.644422,3.05776,2.168951,2.51175,2.702515,2.67734,2.433736,3.482665,3.425699,2.647171,3.094828,3.111939,2.35964
"7892652",12.16518,12.32766,11.94216,11.92854,12.155,12.0136,11.98315,12.54635,12.47398,12.36602,11.98169,12.51107,12.38815
"7892653",1.380821,2.615559,2.064363,2.946409,2.591175,3.535127,1.326112,2.521143,2.186004,2.579128,1.550513,1.387161,2.961041
"7892654",8.728778,9.250262,9.087949,8.221883,8.615627,9.008991,8.364491,9.106567,8.487809,8.578011,8.68775,8.454468,8.595428
"7892655",3.010345,3.108836,3.541915,3.919045,3.86732,3.768672,4.06618,3.087204,4.513027,2.968419,3.570303,3.252588,3.42574
"7892656",3.153673,5.636762,3.932529,4.157751,4.557051,4.591334,4.216121,3.422389,4.50404,4.100212,3.486597,4.674382,3.126827
"7892657",2.772835,3.042752,1.746462,3.384138,2.854894,2.75821,2.751241,2.185914,2.580489,2.381516,1.483075,2.76223,2.570666
"7892658",2.135898,2.813069,2.208518,3.087867,2.491456,3.544855,3.7168,2.192865,2.759987,2.360038,2.78244,2.621595,2.244829
"7892659",3.71212,1.947295,3.628697,3.34181,2.151803,2.098783,2.257847,2.794785,2.313434,1.423389,2.480999,1.989552,1.852954
"7892660",1.890758,1.947433,1.363572,2.276221,1.397048,1.246828,1.121947,1.363572,0.9894365,1.208016,0.7992058,1.702883,1.04131
"7892661",11.13445,11.17595,11.09804,10.76523,10.82307,10.6231,10.7792,10.63646,10.67707,10.74429,10.51364,10.66114,10.40833
"7892662",9.121298,8.850257,9.040125,8.172865,8.731427,8.641754,8.568771,8.203545,8.600224,8.665098,8.54038,8.697457,8.655035
"7892663",12.43127,11.85716,12.03832,12.71646,12.05566,12.66054,12.6829,12.78972,12.48844,12.74005,12.32224,12.45906,12.59314
"7892664",4.842586,4.187031,4.293891,3.674596,2.920426,4.434338,3.368443,4.164552,6.067756,4.56774,4.640272,4.700843,5.031883
"7892665",6.862871,5.795797,6.008502,5.36481,5.580299,5.856565,5.453671,6.161914,5.925258,6.425422,5.988206,5.973575,6.267272
"7892666",2.620194,2.081218,2.326394,1.942222,3.223171,1.792588,2.78814,2.101502,1.946321,1.63987,1.235609,1.974282,1.734824
"7892667",10.35484,10.03466,10.48971,10.92386,10.41048,10.66253,10.4072,9.936455,10.10405,10.19622,9.900248,9.525186,10.22074
"7892668",9.261082,9.334685,9.64502,10.09503,8.303569,9.83306,9.817156,10.7883,11.30644,10.94901,10.10303,11.16693,10.92141
"7892669",5.661072,6.426691,6.676738,5.598632,7.217061,6.568324,6.825059,5.856525,6.16729,6.313555,5.96739,6.092466,6.35302
"7892670",9.446083,9.426392,8.719809,9.134057,8.931156,9.219296,9.093859,9.73581,9.651362,9.545099,9.624606,9.646872,9.600739
"7892671",3.208931,3.529231,3.006814,3.731038,3.672781,3.153638,3.176924,2.832414,2.473315,3.496847,2.936612,3.890656,2.785135
"7892672",5.513417,5.649182,3.36727,4.457913,5.859055,6.006078,4.165679,4.829462,4.340648,5.316453,4.797246,5.638402,5.389533
"7892673",6.453501,6.318851,6.415611,6.360352,5.849898,6.95369,5.878913,5.698631,5.843693,5.732175,5.822071,5.96318,5.579305
"7892674",7.795146,8.186119,8.262016,8.13053,7.529016,7.389852,7.975863,8.817684,9.091469,7.99245,8.95876,8.833274,8.701317
"7892675",5.682596,6.29991,5.253161,2.02562,1.808113,5.930152,3.208097,5.200251,5.528843,4.672075,5.072296,5.82575,6.528831
"7892676",3.527077,4.388387,3.146883,3.234718,3.143236,4.923615,3.554672,5.291494,5.329659,4.150998,4.903738,5.81787,4.385083
"7892677",10.37414,10.87625,10.59006,10.44872,10.41813,10.86057,10.44929,10.18064,10.0823,10.16572,9.796045,9.737708,9.787875
"7892678",6.986212,6.507737,6.035938,6.035192,6.316544,6.676084,6.882433,7.501212,7.524924,6.963583,8.2152,7.529033,7.495751
"7892679",7.245725,7.798729,6.886492,7.237201,7.118848,8.099913,7.88188,8.083939,6.944532,7.431448,7.994014,7.45552,7.478344
"7892680",7.20326,7.858001,8.338231,8.628605,7.399978,8.093557,7.981283,9.115113,8.679157,7.813295,8.118773,8.454941,8.309038
"7892681",6.931884,6.53635,7.992034,7.163577,6.511729,7.726613,6.796618,6.698332,7.094851,7.274735,6.484569,7.104415,6.775271
"7892682",2.100386,1.36294,1.298048,2.535503,2.347842,2.333506,1.939984,3.520604,3.780757,1.952977,3.791012,4.863523,2.911765
"7892683",5.405528,4.720449,3.62634,2.728614,2.854894,4.718721,4.72683,3.648225,3.525012,4.512714,4.041361,4.933498,3.949394
"7892684",10.47842,10.18464,9.973594,10.75584,10.05511,10.80232,10.83715,10.43645,10.13888,10.11959,10.39292,10.0782,10.34168
"7892685",4.296808,4.608925,4.382025,4.780072,4.310681,4.916244,3.594848,4.861489,4.850537,4.92143,4.664689,5.635976,4.787565
"7892686",6.993157,6.852485,7.401191,8.037447,7.455786,7.179424,7.421338,7.170201,6.627558,6.97507,7.29076,7.147938,6.937791
"7892687",6.511206,5.381579,5.091639,4.543841,5.232908,5.765644,4.85606,5.491567,6.346484,5.393203,5.604826,6.721946,5.747518
"7892688",8.363358,8.39146,8.779593,8.33839,7.730134,7.684828,8.304279,8.818962,8.961842,7.491147,7.924199,8.680215,8.228634
"7892689",5.2672,4.021618,3.17558,4.91251,4.239272,4.769464,4.577324,4.389064,4.849986,4.692654,3.482975,4.175328,4.543896
"7892690",6.151308,4.25077,5.054052,3.788342,4.213596,4.526065,3.816693,5.078203,4.5982,4.94614,4.643383,4.687971,5.00588
"7892691",2.259759,1.843488,1.675019,1.828597,2.007566,2.342642,1.870509,1.421202,1.201526,1.455449,1.219996,2.445583,1.753734
"7892692",7.216523,7.64077,7.074024,6.408823,6.359712,7.480503,6.254139,7.102956,7.291184,6.766263,7.074451,6.872488,7.005764
"7892693",8.139707,8.615953,8.694916,8.413042,8.747263,8.674999,8.328294,7.304665,7.83746,8.139707,7.998436,7.566967,7.319426
"7892694",6.915631,7.085966,7.602968,7.709174,6.591063,7.322329,7.243572,7.168495,5.742798,6.851415,6.919839,5.75613,5.853559
"7892695",4.640259,4.922801,5.336649,5.919209,5.059359,5.273426,5.247568,4.085056,4.967658,5.769655,4.830087,4.10255,5.15409
"7892696",5.673269,6.985039,6.770391,5.601961,6.225908,6.761717,6.177207,6.701424,6.034797,5.643071,5.956012,5.876212,6.331214
"7892697",7.110754,6.646034,7.65974,7.652733,6.924726,6.950325,7.151459,7.075039,7.022331,7.20881,6.40022,6.199546,6.933027
"7892698",1.870974,1.613986,1.358257,1.531432,1.712503,1.353075,1.456419,1.353078,1.332844,1.442212,1.378023,1.442212,1.385193
"7892699",4.731793,4.692885,3.683641,4.409267,3.183835,5.988105,4.370164,6.969941,7.033699,5.940949,5.818169,6.85565,6.893464
"7892700",4.603288,4.158694,4.833944,3.734484,4.503812,4.675721,4.872611,3.652651,4.710807,4.853311,4.680376,5.129261,4.726377
"7892701",11.08474,10.97622,11.08905,11.04318,10.96767,11.42614,11.01727,12.08099,11.51823,11.64895,11.41475,11.12372,11.51355
